,CustomerId,Geography,Age,Tenure,HasCrCard,EstimatedSalary,Churn
8566,15622985,France,35-39,4,0,170000-179999,1
8567,15587676,France,25-29,9,1,100000-109999,0
8568,15779496,France,60-64,0,0,30000-39999,0
8569,15733460,Spain,35-39,9,1,100000-109999,0
8570,15711457,France,25-29,7,0,180000-189999,0
8571,15795290,France,40-44,2,1,20000-29999,0
8572,15611223,Germany,35-39,10,1,170000-179999,0
8573,15794159,France,25-29,8,1,60000-69999,0
8574,15780677,France,55-59,4,1,170000-179999,0
8575,15690175,Spain,40-44,0,0,180000-189999,0
8576,15722599,France,35-39,9,0,40000-49999,0
8577,15569976,Germany,60-64,1,1,120000-129999,1
8578,15707011,France,45-49,10,1,70000-79999,0
8579,15702277,France,30-34,4,0,140000-149999,0
8580,15801915,France,30-34,6,1,10000-19999,0
8581,15580213,France,40-44,2,1,80000-89999,0
8582,15637947,Spain,30-34,1,0,110000-119999,0
8583,15715888,France,35-39,2,0,110000-119999,0
8584,15732967,France,15-19,6,1,150000-159999,0
8585,15737047,France,40-44,6,1,70000-79999,1
8586,15694039,Germany,45-49,9,1,170000-179999,0
8587,15649457,Germany,40-44,2,0,0-9999,0
8588,15742809,Spain,25-29,7,1,120000-129999,0
8589,15637829,France,30-34,7,0,160000-169999,0
8590,15633194,France,40-44,10,1,130000-139999,1
8591,15611635,Spain,35-39,6,0,180000-189999,0
8592,15638774,Spain,35-39,9,1,180000-189999,0
8593,15722037,Germany,35-39,7,0,40000-49999,0
8594,15672930,Spain,35-39,9,1,30000-39999,0
8595,15668774,Germany,20-24,5,1,100000-109999,1
8596,15780966,France,30-34,2,0,100000-109999,0
8597,15659694,Germany,50-54,3,1,100000-109999,1
8598,15624424,Spain,45-49,1,1,100000-109999,0
8599,15708713,France,30-34,3,1,30000-39999,0
8600,15755405,France,40-44,9,1,30000-39999,1
8601,15647570,Germany,40-44,8,0,190000-199999,0
8602,15684348,France,60-64,8,0,50000-59999,0
8603,15702541,France,55-59,2,1,150000-159999,1
8604,15646942,Spain,35-39,7,0,100000-109999,0
8605,15748920,France,45-49,8,1,10000-19999,0
8606,15694581,Spain,40-44,5,1,70000-79999,0
8607,15643215,Germany,35-39,2,0,130000-139999,0
8608,15649060,Germany,30-34,3,1,60000-69999,0
8609,15774258,France,35-39,1,1,180000-189999,0
8610,15731553,France,20-24,8,1,180000-189999,0
8611,15617029,Spain,25-29,1,1,0-9999,0
8612,15780716,Germany,35-39,3,1,100000-109999,0
8613,15577018,Germany,25-29,2,0,90000-99999,0
8614,15809515,Germany,30-34,1,1,0-9999,0
8615,15789924,France,35-39,4,1,140000-149999,0
8616,15725076,Spain,25-29,6,1,30000-39999,0
8617,15672481,France,35-39,6,1,40000-49999,0
8618,15574115,Spain,40-44,6,1,30000-39999,0
8619,15661830,Spain,35-39,6,1,50000-59999,0
8620,15665879,France,35-39,8,0,60000-69999,0
8621,15673820,France,30-34,7,1,140000-149999,0
8622,15747772,Germany,35-39,9,1,40000-49999,0
8623,15666197,Germany,35-39,8,1,90000-99999,0
8624,15773639,Germany,30-34,4,1,130000-139999,0
8625,15581893,France,40-44,1,0,100000-109999,1
8626,15672447,Germany,35-39,7,0,110000-119999,1
8627,15777830,France,40-44,4,0,160000-169999,0
8628,15713890,France,40-44,3,0,150000-159999,0
8629,15577598,Spain,20-24,4,1,70000-79999,0
8630,15786042,Germany,40-44,2,1,60000-69999,0
8631,15753462,Germany,25-29,2,0,180000-189999,0
8632,15759690,France,40-44,4,1,80000-89999,0
8633,15801414,France,30-34,2,0,140000-149999,0
8634,15656141,France,35-39,5,0,40000-49999,0
8635,15608701,Germany,25-29,3,1,50000-59999,1
8636,15582892,France,45-49,2,1,30000-39999,1
8637,15632967,France,30-34,3,1,100000-109999,0
8638,15587573,Germany,25-29,4,0,20000-29999,0
8639,15654891,France,25-29,6,1,180000-189999,0
8640,15611365,France,30-34,9,0,60000-69999,0
8641,15749103,Germany,45-49,4,0,40000-49999,1
8642,15810203,Germany,40-44,6,1,100000-109999,0
8643,15813660,Spain,35-39,2,0,0-9999,0
8644,15605673,Spain,25-29,8,0,70000-79999,0
8645,15669282,France,15-19,10,0,100000-109999,0
8646,15792726,France,20-24,8,1,180000-189999,0
8647,15593241,France,40-44,3,1,150000-159999,0
8648,15683053,Spain,45-49,2,1,160000-169999,1
8649,15632736,Germany,25-29,3,1,40000-49999,0
8650,15731865,France,25-29,1,1,90000-99999,0
8651,15760450,France,40-44,1,1,50000-59999,0
8652,15787204,Spain,40-44,1,0,100000-109999,0
8653,15650454,France,55-59,5,1,120000-129999,0
8654,15573730,Germany,40-44,6,1,40000-49999,0
8655,15705050,France,25-29,9,1,140000-149999,0
8656,15791342,Spain,30-34,1,1,130000-139999,0
8657,15684316,France,40-44,9,0,190000-199999,1
8658,15700540,Germany,35-39,2,0,100000-109999,0
8659,15770631,Spain,20-24,5,1,50000-59999,0
8660,15790594,France,25-29,6,0,40000-49999,0
8661,15604020,Germany,35-39,4,0,0-9999,0
8662,15637599,Germany,40-44,4,1,20000-29999,1
8663,15736578,France,35-39,1,1,20000-29999,0
8664,15666332,Spain,45-49,2,1,0-9999,0
8665,15727291,France,35-39,1,1,190000-199999,0
8666,15785920,Germany,30-34,1,1,140000-149999,0
8667,15658987,France,45-49,4,1,110000-119999,0
8668,15687719,Spain,35-39,5,0,0-9999,0
8669,15799641,Spain,35-39,2,1,80000-89999,0
8670,15758702,France,50-54,8,1,10000-19999,0
8671,15689526,Germany,30-34,9,1,0-9999,1
8672,15586848,France,35-39,1,1,120000-129999,0
8673,15707637,France,55-59,1,1,10000-19999,1
8674,15719426,France,65-69,8,1,150000-159999,1
8675,15639265,France,50-54,7,1,110000-119999,0
8676,15576124,France,40-44,1,1,120000-129999,0
8677,15757829,Germany,35-39,10,1,170000-179999,0
8678,15633227,France,25-29,9,0,0-9999,0
8679,15753092,Germany,30-34,5,1,180000-189999,1
8680,15782939,France,40-44,4,1,110000-119999,1
8681,15746338,France,35-39,2,1,120000-129999,0
8682,15590676,France,30-34,1,1,40000-49999,0
8683,15599329,France,45-49,7,0,130000-139999,1
8684,15783097,Germany,25-29,6,1,40000-49999,0
8685,15597885,France,40-44,6,1,50000-59999,0
8686,15597467,France,70-74,8,1,160000-169999,0
8687,15724764,Germany,40-44,10,0,20000-29999,0
8688,15778418,Germany,35-39,9,1,120000-129999,1
8689,15684769,France,65-69,10,0,20000-29999,0
8690,15756167,Spain,40-44,5,1,130000-139999,0
8691,15632439,France,35-39,4,0,40000-49999,0
8692,15755138,France,30-34,8,1,50000-59999,0
8693,15659092,France,45-49,5,1,190000-199999,1
8694,15742116,Germany,45-49,9,0,70000-79999,0
8695,15801994,France,30-34,9,1,160000-169999,0
8696,15647572,Spain,30-34,0,1,130000-139999,0
8697,15644551,Spain,35-39,3,1,50000-59999,0
8698,15709135,Germany,25-29,7,0,150000-159999,0
8699,15684469,Germany,30-34,2,1,110000-119999,0
8700,15627637,Germany,20-24,8,1,60000-69999,0
8701,15667093,France,35-39,2,1,10000-19999,0
8702,15690589,France,35-39,9,0,140000-149999,0
8703,15595350,France,30-34,3,1,60000-69999,0
8704,15777586,Spain,40-44,2,1,0-9999,0
8705,15804064,France,30-34,2,1,120000-129999,0
8706,15717770,Spain,50-54,7,0,170000-179999,1
8707,15754443,France,30-34,9,1,120000-129999,1
8708,15776939,Germany,45-49,3,1,180000-189999,0
8709,15713517,France,35-39,6,1,10000-19999,0
8710,15683522,Germany,35-39,2,1,130000-139999,0
8711,15673995,Spain,60-64,9,1,180000-189999,0
8712,15771054,Spain,30-34,5,1,180000-189999,0
8713,15578788,Spain,35-39,6,0,40000-49999,0
8714,15737408,France,40-44,6,1,110000-119999,0
8715,15750837,Germany,40-44,0,0,0-9999,0
8716,15576022,France,35-39,5,0,80000-89999,0
8717,15635502,France,40-44,2,1,150000-159999,0
8718,15627298,France,35-39,7,1,80000-89999,1
8719,15811415,France,40-44,6,1,190000-199999,0
8720,15645059,France,25-29,8,0,100000-109999,0
8721,15689671,Spain,25-29,4,1,40000-49999,0
8722,15718667,France,30-34,7,1,0-9999,0
8723,15803202,France,50-54,10,1,120000-129999,1
8724,15593683,Spain,25-29,8,1,130000-139999,0
8725,15703394,Spain,25-29,3,1,40000-49999,0
8726,15570289,Germany,40-44,8,1,60000-69999,1
8727,15567437,Germany,25-29,7,1,70000-79999,0
8728,15711687,France,40-44,4,0,50000-59999,0
8729,15656592,Germany,45-49,8,1,170000-179999,0
8730,15634373,France,25-29,5,0,100000-109999,0
8731,15769125,Spain,40-44,10,0,40000-49999,0
8732,15711386,France,25-29,6,0,60000-69999,0
8733,15714241,Spain,40-44,9,0,100000-109999,1
8734,15642530,Germany,45-49,10,1,140000-149999,1
8735,15713599,France,25-29,10,0,30000-39999,0
8736,15744770,France,40-44,2,0,80000-89999,0
8737,15780498,France,30-34,3,1,40000-49999,0
8738,15624397,France,40-44,8,0,120000-129999,0
8739,15615219,France,55-59,5,0,120000-129999,0
8740,15570908,Spain,25-29,7,0,110000-119999,0
8741,15762855,Spain,20-24,8,1,130000-139999,0
8742,15661827,Spain,40-44,4,1,20000-29999,0
8743,15746035,Spain,20-24,9,0,190000-199999,0
8744,15691906,Germany,45-49,5,1,100000-109999,1
8745,15793424,Spain,25-29,8,1,130000-139999,0
8746,15577905,France,30-34,8,0,180000-189999,0
8747,15667216,France,25-29,10,1,120000-129999,0
8748,15673971,Germany,40-44,6,1,60000-69999,1
8749,15701238,France,45-49,1,1,140000-149999,0
8750,15644849,France,30-34,2,1,70000-79999,0
8751,15635531,Spain,25-29,8,1,180000-189999,0
8752,15632263,Spain,25-29,5,1,130000-139999,0
8753,15720110,France,30-34,2,1,190000-199999,0
8754,15619045,France,40-44,4,0,160000-169999,0
8755,15697510,Spain,50-54,7,1,100000-109999,1
8756,15784923,Germany,35-39,3,1,30000-39999,1
8757,15567383,Germany,40-44,2,0,30000-39999,0
8758,15732621,France,30-34,10,1,110000-119999,0
8759,15757981,France,65-69,8,1,160000-169999,0
8760,15727819,Spain,30-34,10,1,50000-59999,0
8761,15738088,Spain,60-64,10,1,30000-39999,1
8762,15765173,France,55-59,3,0,110000-119999,1
8763,15665159,France,60-64,0,1,180000-189999,1
8764,15618203,Germany,50-54,8,1,80000-89999,0
8765,15791452,France,35-39,1,1,150000-159999,0
8766,15638159,Spain,35-39,6,0,10000-19999,0
8767,15585466,France,25-29,10,1,10000-19999,0
8768,15677310,Germany,60-64,5,0,80000-89999,1
8769,15646262,France,30-34,7,1,30000-39999,0
8770,15656901,France,55-59,8,1,160000-169999,0
8771,15621093,Germany,30-34,4,0,40000-49999,0
8772,15592123,France,25-29,6,1,190000-199999,0
8773,15589200,Spain,30-34,9,1,110000-119999,0
8774,15602934,France,30-34,6,1,150000-159999,0
8775,15812720,Germany,35-39,10,0,170000-179999,0
8776,15695383,Spain,40-44,9,1,80000-89999,0
8777,15723064,Spain,20-24,1,1,20000-29999,0
8778,15761606,Spain,35-39,9,1,120000-129999,0
8779,15650322,France,30-34,3,0,70000-79999,0
8780,15669782,Germany,35-39,9,1,10000-19999,1
8781,15751628,France,55-59,7,0,40000-49999,0
8782,15809057,Spain,25-29,6,1,170000-179999,0
8783,15617052,France,30-34,9,1,180000-189999,1
8784,15590810,Germany,40-44,9,1,70000-79999,1
8785,15801293,Germany,25-29,1,1,20000-29999,0
8786,15770968,Germany,15-19,8,1,20000-29999,0
8787,15572356,Spain,70-74,1,0,160000-169999,0
8788,15603247,Germany,30-34,1,1,180000-189999,0
8789,15619116,France,35-39,2,0,90000-99999,0
8790,15691792,Spain,30-34,8,0,110000-119999,0
8791,15783276,France,20-24,9,1,160000-169999,0
8792,15766137,France,30-34,2,1,80000-89999,0
8793,15574554,Germany,65-69,8,1,130000-139999,0
8794,15578671,Spain,25-29,1,1,130000-139999,1
8795,15716608,Spain,35-39,2,1,60000-69999,1
8796,15690670,France,30-34,2,0,140000-149999,0
8797,15630466,France,40-44,8,0,120000-129999,0
8798,15630349,Spain,20-24,5,1,110000-119999,0
8799,15803801,France,30-34,4,1,190000-199999,0
8800,15647890,France,35-39,9,1,140000-149999,0
8801,15606115,France,50-54,6,1,130000-139999,1
8802,15714642,Spain,35-39,7,1,140000-149999,0
8803,15741181,France,40-44,6,1,60000-69999,0
8804,15773973,France,40-44,2,0,190000-199999,0
8805,15758546,Spain,35-39,8,1,30000-39999,0
8806,15598940,Germany,35-39,6,1,50000-59999,0
8807,15669783,France,55-59,3,0,60000-69999,1
8808,15624993,France,35-39,7,1,40000-49999,1
8809,15760568,Germany,35-39,5,0,130000-139999,0
8810,15699047,France,20-24,9,1,30000-39999,0
8811,15616168,France,30-34,7,1,60000-69999,0
8812,15773146,France,25-29,3,0,160000-169999,0
8813,15770375,Germany,25-29,8,1,70000-79999,0
8814,15589725,France,50-54,4,1,170000-179999,0
8815,15710034,Germany,40-44,1,0,100000-109999,1
8816,15800806,Spain,30-34,7,1,180000-189999,0
8817,15570485,Spain,35-39,4,0,90000-99999,0
8818,15575391,France,35-39,3,1,30000-39999,0
8819,15790750,Germany,35-39,10,0,140000-149999,0
8820,15714832,Germany,35-39,9,0,70000-79999,0
8821,15619953,Spain,40-44,6,1,40000-49999,0
8822,15673929,France,60-64,4,1,140000-149999,0
8823,15578835,Spain,45-49,1,0,0-9999,0
8824,15752388,Spain,30-34,6,1,40000-49999,0
8825,15797081,Germany,45-49,9,1,130000-139999,1
8826,15570194,France,25-29,5,0,10000-19999,0
8827,15580149,Spain,40-44,7,1,40000-49999,0
8828,15777708,Spain,35-39,3,1,190000-199999,0
8829,15769955,France,35-39,1,0,70000-79999,0
8830,15810444,Germany,35-39,6,1,0-9999,1
8831,15645593,France,40-44,2,1,110000-119999,0
8832,15765345,France,30-34,4,1,100000-109999,0
8833,15760873,France,45-49,7,1,180000-189999,0
8834,15794178,France,30-34,3,1,150000-159999,0
8835,15589361,Spain,30-34,9,1,60000-69999,0
8836,15662483,France,40-44,7,1,170000-179999,0
8837,15809736,France,45-49,2,1,170000-179999,1
8838,15731148,France,30-34,0,1,100000-109999,1
8839,15774328,Germany,35-39,1,1,160000-169999,0
8840,15646969,Spain,30-34,2,1,170000-179999,0
8841,15718769,Spain,35-39,1,1,90000-99999,0
8842,15610226,France,25-29,9,0,70000-79999,0
8843,15616270,Spain,40-44,4,0,110000-119999,0
8844,15790717,Spain,30-34,7,1,160000-169999,0
8845,15635703,Germany,35-39,1,1,190000-199999,0
8846,15616365,France,50-54,2,1,20000-29999,0
8847,15630244,France,35-39,10,1,150000-159999,0
8848,15734714,France,25-29,3,1,80000-89999,0
8849,15721433,France,35-39,4,1,150000-159999,0
8850,15590201,Spain,45-49,5,1,80000-89999,1
8851,15590828,Germany,40-44,7,1,30000-39999,0
8852,15752097,Spain,35-39,8,1,10000-19999,0
8853,15800031,France,40-44,3,1,10000-19999,1
8854,15630857,Spain,35-39,6,1,0-9999,0
8855,15689953,Spain,40-44,10,0,180000-189999,0
8856,15759733,France,25-29,5,1,60000-69999,0
8857,15810826,France,35-39,6,0,80000-89999,0
8858,15668009,Spain,35-39,1,0,180000-189999,0
8859,15743456,France,30-34,10,1,60000-69999,0
8860,15725762,France,20-24,4,1,170000-179999,0
8861,15761713,France,40-44,7,0,110000-119999,0
8862,15769246,Germany,55-59,2,1,180000-189999,1
8863,15781129,Spain,35-39,8,1,60000-69999,1
8864,15599124,France,25-29,5,1,170000-179999,0
8865,15639004,France,70-74,2,1,70000-79999,0
8866,15810995,Germany,30-34,3,1,40000-49999,0
8867,15653773,France,35-39,7,1,160000-169999,0
8868,15708357,Spain,35-39,8,1,100000-109999,0
8869,15733597,France,40-44,0,0,100000-109999,0
8870,15789560,France,40-44,8,1,30000-39999,1
8871,15699524,France,25-29,3,1,190000-199999,0
8872,15626475,France,25-29,2,1,140000-149999,0
8873,15810839,France,30-34,0,0,120000-129999,0
8874,15684318,Germany,45-49,6,1,20000-29999,0
8875,15768120,Germany,35-39,9,1,170000-179999,0
8876,15712807,Spain,45-49,3,1,100000-109999,1
8877,15696371,Spain,20-24,1,0,80000-89999,0
8878,15675794,Germany,45-49,9,1,120000-129999,1
8879,15774277,France,40-44,2,1,130000-139999,0
8880,15603764,France,45-49,4,1,100000-109999,1
8881,15618647,France,25-29,1,1,110000-119999,0
8882,15614643,Spain,35-39,2,1,130000-139999,0
8883,15707696,Spain,25-29,5,1,20000-29999,0
8884,15749583,Germany,35-39,2,0,10000-19999,1
8885,15815125,Spain,40-44,4,1,150000-159999,0
8886,15779620,France,35-39,1,0,90000-99999,0
8887,15768233,Germany,35-39,8,0,0-9999,1
8888,15637788,France,20-24,3,1,90000-99999,0
8889,15777046,France,35-39,9,1,80000-89999,0
8890,15788723,Germany,45-49,10,1,160000-169999,1
8891,15790489,Spain,30-34,5,0,0-9999,0
8892,15739476,France,30-34,5,1,150000-159999,0
8893,15612670,Spain,45-49,10,1,120000-129999,0
8894,15631222,France,35-39,2,1,70000-79999,0
8895,15658972,France,35-39,8,1,100000-109999,0
8896,15724691,France,30-34,1,1,190000-199999,0
8897,15740442,France,50-54,8,1,90000-99999,1
8898,15760427,France,35-39,6,1,60000-69999,0
8899,15677939,France,40-44,3,1,160000-169999,0
8900,15611599,France,70-74,2,1,40000-49999,0
8901,15633474,France,50-54,2,1,90000-99999,0
8902,15671973,Spain,35-39,5,1,0-9999,0
8903,15790019,France,30-34,9,1,20000-29999,0
8904,15737735,Spain,35-39,4,1,110000-119999,1
8905,15661745,France,35-39,3,0,140000-149999,0
8906,15797065,Spain,30-34,0,0,120000-129999,0
8907,15710671,France,30-34,3,0,180000-189999,0
8908,15656522,Spain,30-34,10,1,160000-169999,0
8909,15705085,Spain,25-29,9,1,20000-29999,0
8910,15744873,Germany,45-49,5,0,100000-109999,1
8911,15781914,Germany,30-34,9,1,20000-29999,0
8912,15637354,France,20-24,7,1,100000-109999,0
8913,15717307,France,30-34,5,1,90000-99999,0
8914,15746695,France,35-39,6,1,70000-79999,0
8915,15804962,France,35-39,1,1,190000-199999,1
8916,15665378,France,45-49,6,1,70000-79999,0
8917,15757865,France,60-64,7,1,60000-69999,0
8918,15578787,France,50-54,4,1,90000-99999,1
8919,15794323,France,30-34,8,1,110000-119999,0
8920,15697546,France,35-39,3,1,90000-99999,0
8921,15629519,France,35-39,1,1,40000-49999,0
8922,15624703,Germany,30-34,9,1,190000-199999,0
8923,15570002,Germany,50-54,8,0,130000-139999,1
8924,15808566,France,45-49,2,1,160000-169999,0
8925,15805463,Germany,30-34,2,1,160000-169999,0
8926,15709136,France,25-29,8,1,190000-199999,0
8927,15801605,France,35-39,0,1,80000-89999,0
8928,15567855,France,25-29,1,0,30000-39999,0
8929,15675141,France,30-34,4,1,180000-189999,0
8930,15665759,France,65-69,5,1,60000-69999,0
8931,15761487,France,50-54,5,0,190000-199999,1
8932,15700394,Spain,25-29,4,1,140000-149999,1
8933,15631162,France,30-34,10,0,190000-199999,0
8934,15630641,France,35-39,6,1,40000-49999,0
8935,15585066,France,40-44,1,0,110000-119999,1
8936,15722991,France,50-54,9,0,50000-59999,1
8937,15737404,France,30-34,1,1,180000-189999,0
8938,15722409,Spain,45-49,8,1,80000-89999,0
8939,15806420,France,30-34,9,1,170000-179999,0
8940,15658148,France,35-39,7,1,180000-189999,0
8941,15810660,Germany,30-34,4,0,110000-119999,0
8942,15709780,France,35-39,9,1,60000-69999,0
8943,15727350,France,35-39,8,0,0-9999,0
8944,15752312,Spain,45-49,1,1,130000-139999,0
8945,15616745,Spain,30-34,2,1,20000-29999,0
8946,15572294,France,25-29,7,0,120000-129999,0
8947,15674110,France,40-44,2,0,30000-39999,0
8948,15662501,France,45-49,3,1,60000-69999,1
8949,15649239,Spain,45-49,10,1,150000-159999,0
8950,15700424,France,30-34,5,1,50000-59999,0
8951,15636388,Germany,20-24,7,1,110000-119999,0
8952,15713975,Germany,45-49,10,1,160000-169999,1
8953,15592925,Spain,40-44,3,0,10000-19999,1
8954,15581626,France,50-54,8,1,160000-169999,1
8955,15641319,Spain,45-49,4,0,100000-109999,1
8956,15723481,Spain,40-44,8,0,40000-49999,0
8957,15787825,Germany,35-39,6,1,90000-99999,0
8958,15710726,France,50-54,8,0,170000-179999,0
8959,15627195,Germany,25-29,1,1,20000-29999,0
8960,15657957,Germany,25-29,8,1,190000-199999,1
8961,15676117,France,40-44,9,1,130000-139999,0
8962,15607874,France,35-39,0,0,130000-139999,0
8963,15796993,France,50-54,1,0,20000-29999,1
8964,15649858,Spain,35-39,9,1,110000-119999,0
8965,15811032,Germany,55-59,8,1,20000-29999,0
8966,15679963,Germany,40-44,8,0,10000-19999,0
8967,15579131,France,20-24,7,1,80000-89999,0
8968,15572428,Germany,30-34,0,1,80000-89999,0
8969,15622461,France,50-54,7,0,30000-39999,0
8970,15636105,Spain,60-64,2,1,40000-49999,0
8971,15583849,France,35-39,3,0,120000-129999,0
8972,15718780,Spain,30-34,4,1,110000-119999,0
8973,15739271,Germany,30-34,2,1,20000-29999,0
8974,15697129,Spain,40-44,1,1,30000-39999,0
8975,15763415,Germany,40-44,0,1,100000-109999,0
8976,15796617,France,25-29,2,1,30000-39999,0
8977,15626628,Spain,30-34,2,1,120000-129999,0
8978,15765857,Spain,40-44,2,1,20000-29999,0
8979,15742511,France,30-34,3,1,10000-19999,0
8980,15786433,Germany,30-34,3,1,20000-29999,0
8981,15685805,Spain,30-34,6,1,90000-99999,0
8982,15627971,France,30-34,8,0,10000-19999,0
8983,15783025,Germany,35-39,3,1,120000-129999,0
8984,15726289,France,20-24,0,1,40000-49999,0
8985,15802118,Spain,40-44,7,1,160000-169999,0
8986,15607990,Spain,40-44,6,1,150000-159999,0
8987,15695932,Spain,35-39,5,0,150000-159999,0
8988,15812279,France,35-39,5,0,160000-169999,0
8989,15687558,Germany,30-34,10,1,160000-169999,0
8990,15729065,Germany,25-29,2,1,170000-179999,0
8991,15698902,Germany,40-44,1,1,80000-89999,1
8992,15570192,Germany,35-39,8,0,60000-69999,0
8993,15809265,France,30-34,4,1,130000-139999,0
8994,15745201,France,40-44,4,1,70000-79999,0
8995,15580623,Spain,25-29,8,0,70000-79999,0
8996,15578156,Spain,30-34,5,1,50000-59999,0
8997,15631063,France,30-34,2,1,70000-79999,0
8998,15692577,Germany,35-39,10,1,40000-49999,0
8999,15810910,Spain,35-39,9,1,150000-159999,0
9000,15723217,France,35-39,9,1,110000-119999,0
9001,15733111,Spain,30-34,6,1,130000-139999,0
9002,15610727,France,35-39,7,1,190000-199999,0
9003,15792720,France,30-34,6,0,70000-79999,0
9004,15723153,Spain,30-34,3,1,130000-139999,0
9005,15802823,Spain,35-39,7,1,190000-199999,0
9006,15756118,Spain,15-19,8,1,110000-119999,0
9007,15684934,France,30-34,9,1,100000-109999,0
9008,15776936,France,35-39,7,0,160000-169999,1
9009,15729087,Germany,50-54,9,0,110000-119999,0
9010,15786463,Germany,55-59,8,0,0-9999,1
9011,15717498,France,40-44,6,0,180000-189999,0
9012,15718406,France,40-44,3,1,120000-129999,0
9013,15799468,France,30-34,3,0,30000-39999,0
9014,15626383,Spain,55-59,7,0,30000-39999,0
9015,15597385,Spain,40-44,5,0,10000-19999,0
9016,15570271,Spain,30-34,6,1,190000-199999,0
9017,15690330,Germany,35-39,8,0,10000-19999,0
9018,15680611,France,65-69,9,1,70000-79999,0
9019,15810227,France,30-34,2,1,90000-99999,0
9020,15807194,Spain,30-34,5,1,30000-39999,0
9021,15712199,Germany,60-64,2,1,160000-169999,0
9022,15694995,France,20-24,2,0,60000-69999,0
9023,15723400,France,25-29,4,1,120000-129999,0
9024,15654772,France,45-49,6,0,10000-19999,1
9025,15574743,Spain,25-29,2,1,160000-169999,0
9026,15807593,Spain,35-39,7,0,130000-139999,0
9027,15686718,Germany,35-39,9,0,110000-119999,0
9028,15695299,France,40-44,2,1,50000-59999,0
9029,15722701,Germany,15-19,1,1,160000-169999,0
9030,15799635,Spain,50-54,2,0,140000-149999,1
9031,15742323,France,35-39,7,1,10000-19999,0
9032,15658435,France,25-29,5,0,70000-79999,0
9033,15586029,Germany,30-34,2,1,140000-149999,0
9034,15772337,Germany,45-49,0,1,180000-189999,1
9035,15807555,France,40-44,2,1,120000-129999,0
9036,15603378,France,35-39,3,0,120000-129999,0
9037,15792862,Germany,40-44,1,1,10000-19999,1
9038,15657349,Germany,45-49,8,0,20000-29999,1
9039,15777614,Spain,40-44,1,1,80000-89999,0
9040,15653952,Germany,35-39,3,1,30000-39999,0
9041,15724336,Germany,45-49,5,1,120000-129999,0
9042,15689594,France,25-29,5,0,110000-119999,0
9043,15801920,Germany,35-39,5,0,180000-189999,0
9044,15653347,Spain,45-49,1,0,120000-129999,1
9045,15749951,Germany,25-29,5,1,170000-179999,1
9046,15648178,Germany,20-24,4,0,170000-179999,0
9047,15738662,Germany,40-44,9,1,170000-179999,0
9048,15640855,Germany,35-39,5,1,100000-109999,0
9049,15584288,France,30-34,6,1,50000-59999,0
9050,15760988,Germany,30-34,9,0,0-9999,0
9051,15569624,Germany,30-34,6,1,140000-149999,0
9052,15597949,Germany,45-49,5,1,40000-49999,1
9053,15604551,France,30-34,3,1,90000-99999,0
9054,15617476,France,25-29,5,0,190000-199999,0
9055,15645323,France,50-54,2,1,100000-109999,1
9056,15793311,Germany,45-49,8,0,160000-169999,1
9057,15764153,France,30-34,0,1,70000-79999,0
9058,15802560,Spain,45-49,6,1,110000-119999,0
9059,15728608,Germany,30-34,9,0,160000-169999,0
9060,15770474,France,30-34,1,0,70000-79999,1
9061,15724444,France,35-39,1,1,100000-109999,0
9062,15753110,Spain,60-64,3,1,70000-79999,1
9063,15711521,France,35-39,3,1,130000-139999,0
9064,15632816,Germany,45-49,2,1,180000-189999,0
9065,15693637,France,25-29,7,1,180000-189999,0
9066,15725509,Germany,25-29,5,1,140000-149999,0
9067,15684645,Germany,40-44,9,1,120000-129999,0
9068,15692235,France,35-39,1,1,40000-49999,0
9069,15777459,Spain,30-34,4,1,170000-179999,1
9070,15656937,Spain,25-29,1,1,60000-69999,0
9071,15610643,Germany,40-44,3,1,160000-169999,0
9072,15777315,France,40-44,6,0,90000-99999,0
9073,15611058,Germany,55-59,5,1,40000-49999,1
9074,15630413,France,40-44,5,1,70000-79999,0
9075,15635942,France,35-39,9,1,110000-119999,1
9076,15648858,France,25-29,1,0,60000-69999,0
9077,15810732,France,35-39,8,1,90000-99999,0
9078,15705448,Germany,50-54,7,1,190000-199999,1
9079,15730488,Spain,25-29,1,0,110000-119999,0
9080,15620443,France,80-84,6,1,70000-79999,0
9081,15741078,France,50-54,7,0,80000-89999,0
9082,15753161,France,35-39,5,1,10000-19999,0
9083,15711396,Spain,35-39,8,1,80000-89999,0
9084,15593499,Spain,45-49,6,1,30000-39999,1
9085,15579189,France,40-44,5,0,120000-129999,0
9086,15743545,Spain,25-29,2,1,170000-179999,0
9087,15791316,France,30-34,3,1,90000-99999,0
9088,15608246,Germany,35-39,8,1,110000-119999,1
9089,15676526,France,30-34,4,1,160000-169999,0
9090,15813911,France,35-39,5,1,70000-79999,0
9091,15630195,France,35-39,6,1,40000-49999,0
9092,15736250,France,35-39,2,0,60000-69999,1
9093,15671334,France,30-34,4,1,160000-169999,0
9094,15574169,Germany,30-34,0,1,0-9999,0
9095,15718839,Germany,35-39,2,0,20000-29999,0
9096,15762331,France,35-39,9,1,190000-199999,0
9097,15606901,France,40-44,7,1,40000-49999,0
9098,15713559,Germany,30-34,5,1,70000-79999,0
9099,15768881,France,25-29,2,1,170000-179999,0
9100,15743075,France,30-34,6,1,50000-59999,0
9101,15660980,Spain,35-39,6,1,20000-29999,0
9102,15810942,Germany,60-64,2,0,20000-29999,0
